央视,#genre#
四川卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230140/1.m3u8
天津卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN3450000BESTVSMGSMG/index.m3u8?m3u8_level=2
天津卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229786/1.m3u8
天津卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230458/1.m3u8
西藏卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN77574BESTVSMGSMG9/index.m3u8?m3u8_level=2
西藏卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229727/1.m3u8
西藏卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230103/1.m3u8
新疆卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN126387BESTVSMGSMG9/index.m3u8?m3u8_level=2
新疆卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229729/1.m3u8
新疆卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230030/1.m3u8
新疆卫视,http://111.48.34.237/PLTV/88888888/224/3221229729/1.m3u8
新疆卫视,http://111.48.34.237/PLTV/88888888/224/3221230030/1.m3u8
云南卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN5000043BESTVSMGSMG/index.m3u8?m3u8_level=2
云南卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229723/1.m3u8
云南卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230365/1.m3u8
云南卫视,http://111.48.34.237/PLTV/88888888/224/3221229723/1.m3u8
云南卫视,http://111.48.34.237/PLTV/88888888/224/3221230365/1.m3u8
浙江卫视,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN111130BESTVSMGSMG/index.m3u8?m3u8_level=2
浙江卫视,http://111.48.34.237/PLTV/88888888/224/3221229788/1.m3u8
浙江卫视,http://111.48.34.237/PLTV/88888888/224/3221230460/1.m3u8
浙江卫视,http://111.48.34.237/PLTV/88888888/224/3221229695/1.m3u8
浙江卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221229788/1.m3u8
浙江卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230460/1.m3u8

教育,#genre#
CETV1,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN3138605BESTVSMGSMG/index.m3u8?m3u8_level=2
CETV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221230523/1.m3u8
CETV1,http://111.48.34.138/000000001000PLTV/88888888/224/3221229790/1.m3u8
CETV2,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN79471BESTVSMGSMG/index.m3u8?m3u8_level=2
CETV2,http://111.48.34.138/000000001000PLTV/88888888/224/3221230171/1.m3u8
CETV2,http://111.48.34.138/000000001000PLTV/88888888/224/3221230389/1.m3u8
CETV4,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6876519BESTVSMGSMG/index.m3u8?m3u8_level=2
CETV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221229939/1.m3u8
CETV4,http://111.48.34.138/000000001000PLTV/88888888/224/3221230466/1.m3u8
山东教育卫视,http://111.48.34.138/000000001000PLTV/88888888/224/3221230459/1.m3u8

地方,#genre#
北京KAKU少儿,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN164297BESTVSMGSMG9/index.m3u8?m3u8_level=2
北京KAKU少儿,http://111.48.34.138/000000001000PLTV/88888888/224/3221230040/1.m3u8
北京KAKU少儿,http://111.48.34.138/000000001000PLTV/88888888/224/3221230428/1.m3u8
哈哈炫动,http://111.48.34.138/000000001000PLTV/88888888/224/3221230578/1.m3u8
