央视,#genre#
CCTV风云音乐,http://111.48.34.138/000000001000PLTV/88888888/224/3221230541/1.m3u8
CCTV风云足球,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638077160c04a/index.m3u8?m3u8_level=2
CCTV风云足球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230482/1.m3u8
CCTV高尔夫网球,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN63807743b61bb/index.m3u8?m3u8_level=2
CCTV高尔夫网球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230085/1.m3u8
CCTV高尔夫网球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230535/1.m3u8
CCTV怀旧剧场,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380783f9a29a/index.m3u8?m3u8_level=2
CCTV怀旧剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230091/1.m3u8
CCTV怀旧剧场,http://111.48.34.138/000000001000PLTV/88888888/224/3221230543/1.m3u8
CCTV女性时尚,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638078715ba68/index.m3u8?m3u8_level=2
CCTV女性时尚,http://111.48.34.138/000000001000PLTV/88888888/224/3221230545/1.m3u8
CCTV世界地理,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN638077a61f4f3/index.m3u8?m3u8_level=2
CCTV世界地理,http://111.48.34.138/000000001000PLTV/88888888/224/3221230072/1.m3u8
CCTV世界地理,http://111.48.34.138/000000001000PLTV/88888888/224/3221230486/1.m3u8
CCTV央视台球,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380775932cff/index.m3u8?m3u8_level=2
CCTV央视台球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230173/1.m3u8
CCTV央视台球,http://111.48.34.138/000000001000PLTV/88888888/224/3221230484/1.m3u8
CGTN纪录片,http://111.48.34.138/000000001000PLTV/88888888/224/3221230430/1.m3u8
CGTN纪录片,http://111.48.34.138/000000001000PLTV/88888888/224/3221230529/1.m3u8
CHC动作电影,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380763222d00/index.m3u8?m3u8_level=2
CHC动作电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230434/1.m3u8
CHC家庭影院,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2
CHC家庭影院,http://111.48.34.138/000000001000PLTV/88888888/224/3221230481/1.m3u8
CHC影迷电影,http://ztecdn.hb.chinamobile.com:6060/170000001115/UmaiCHAN6380764b172c9/index.m3u8?m3u8_level=2
CHC影迷电影,http://111.48.34.138/000000001000PLTV/88888888/224/3221230483/1.m3u8
